lambda_A,Sigma_z,Sigma_x,Sigma_y
5.448897795591182,0.0,0.0,0.0
5.458917835671342,0.0,0.0,0.0
5.468937875751503,0.0,0.0,0.0
5.478957915831663,0.0,0.0,0.0
5.488977955911824,0.0,0.0,0.0
5.498997995991984,0.0,0.0,0.0
5.509018036072144,0.0,0.0,0.0
5.519038076152304,0.0,0.0,0.0
5.529058116232465,0.0,0.0,0.0
5.539078156312625,0.0,0.0,0.0
5.5490981963927855,0.0,0.0,0.0
5.559118236472946,0.0,0.0,0.0
5.569138276553106,0.0,0.0,0.0
5.579158316633267,0.0,0.0,0.0
5.589178356713426,0.0,0.0,0.0
5.599198396793587,0.0,0.0,0.0
5.609218436873747,0.0,0.0,0.0
5.619238476953908,0.0,0.0,0.0
5.629258517034068,0.0,0.0,0.0
5.6392785571142285,0.0,0.0,0.0
5.649298597194389,0.0,0.0,0.0
5.6593186372745485,0.0,0.0,0.0
5.669338677354709,0.0,0.0,0.0
5.679358717434869,0.0,0.0,0.0
5.68937875751503,0.0,0.0,0.0
5.69939879759519,0.0,0.0,0.0
5.709418837675351,0.0,0.0,0.0
5.719438877755511,0.0,0.0,0.0
5.729458917835671,0.0,0.0,0.0
5.739478957915831,0.0,0.0,0.0
5.749498997995992,0.0,0.0,0.0
5.759519038076152,0.0,0.0,0.0
5.7695390781563125,0.0,0.0,0.0
5.779559118236473,0.0,0.0,0.0
5.789579158316633,0.0,0.0,0.0
5.799599198396794,0.0,0.0,0.0
5.809619238476953,0.0,0.0,0.0
5.819639278557114,0.0,0.0,0.0
5.829659318637274,0.0,0.0,0.0
5.839679358717435,0.0,0.0,0.0
5.849699398797595,0.0,0.0,0.0
5.859719438877756,0.0,0.0,0.0
5.869739478957916,0.0,0.0,0.0
5.879759519038076,0.0,0.0,0.0
5.889779559118236,0.0,0.0,0.0
5.8997995991983965,0.0,0.0,0.0
5.909819639278557,0.0,0.0,0.0
5.919839679358717,0.0,0.0,0.0
5.929859719438878,0.0,0.0,0.0
5.939879759519038,0.0,0.0,0.0
5.949899799599198,0.0,0.0,0.0
5.959919839679358,0.0,0.0,0.0
5.969939879759519,0.0,0.0,0.0
5.979959919839679,0.0,0.0,0.0
5.98997995991984,0.0,0.0,0.0
6.0,0.0,0.0,0.0
