lambda_A,B_0_0,B_4_0,B_6_0
1.370741482965932,70.04646631406854,0.2124022524678297,0.7624773372884376
1.3807615230460921,71.0742804091022,0.23511212839665338,0.8557506858749594
1.3907815631262526,72.10958040431827,0.25901633808760527,0.9566335156745762
1.4008016032064128,66.34874840725722,-0.30975443925062085,0.4895212091154752
1.4108216432865732,67.30133849626013,-0.33438245119117405,0.5134490791902959
1.4208416833667334,68.26071825090096,-0.360337598882445,0.537853996679957
1.4308617234468937,69.22688767117975,-0.38766897397052386,0.5627246853926146
1.440881763527054,70.19984675709648,-0.41642688441770886,0.5880485776460044
1.4509018036072145,71.17959550865116,-0.4466628728851816,0.6138117599222508
1.4609218436873748,72.16613392584375,-0.47842973524486,0.6399989171319792
1.470941883767535,73.15946200867428,-0.5117815392204406,0.6665932754665428
1.4809619238476954,67.52494536688909,-0.10978365561767182,0.33455022022351005
1.4909819639278556,68.44177052083019,-0.11057692886460999,0.3053289542836045
1.5010020040080159,69.36477790777158,-0.11135560595672198,0.2714948812395458
1.5110220440881763,70.29396752771326,-0.11211924133571614,0.23272443032355825
1.5210420841683367,71.22933938065523,-0.11286738500432858,0.18867901642510826
1.531062124248497,72.17089346659746,-0.11359958249719415,0.13900454951973748
1.5410821643286572,73.11862978553998,-0.11431537485152157,0.08333093307325604
1.5511022044088176,74.0725483374828,-0.1150142985775684,0.02127155126692802
1.561122244488978,75.03264912242587,-0.11569588562893442,-0.04757725511179528
1.5711422845691383,75.99893214036922,-0.11635966337265315,-0.12363672426941155
1.5811623246492985,76.97139739131282,-0.11700515455908311,-0.2073462206548018
1.591182364729459,77.95004487525675,-0.11763187729162404,-0.2991637940144944
1.6012024048096192,78.93487459220088,-0.1182393449962229,-0.39956675041415984
1.6112224448897794,79.92588654214535,-0.1188270663906893,-0.5090522353869619
1.6212424849699398,71.07188019401332,-0.6351070638662888,0.06784862378175632
1.6312625250501003,71.95311021868083,-0.674362683719026,0.03900960760575893
1.6412825651302605,72.83976987997599,-0.7153402015386106,0.007515027932786278
1.6513026052104207,73.7318591778988,-0.7580929248900086,-0.026772618999517547
1.6613226452905812,63.68458091804869,0.24789080715000048,0.5076435289676189
1.6713426853707416,64.45510725500118,0.2786834356653073,0.5486010206762321
1.6813627254509018,65.23026694334845,0.3109338194253487,0.5926964502690849
1.691382765531062,66.01005998309053,0.34468656874010195,0.6401162258211054
1.7014028056112225,66.79448637422739,0.3799872097600908,0.6910547820289188
1.7114228456913827,67.583546116759,0.41688219608290494,0.7457148245906161
1.721442885771543,68.37723921068542,0.45541892042871357,0.8043075796263179
1.7314629258517034,69.17556565600665,0.4956457263847039,0.8670530482032871
1.7414829659318638,69.97852545272265,0.5376119202185109,0.9341802660297706
1.751503006012024,70.7861186008334,0.5813677827605991,1.0059275683820996
1.7615230460921842,71.59834510033893,0.6269645813556108,1.0825428603299512
1.7715430861723447,72.41520495123926,0.6744545818826804,1.1642838923250722
1.7815631262525051,73.23669815353443,0.723891060844701,1.2514185412191088
1.7915831663326653,74.06282470722432,0.7753283175265642,1.3442250967766038
1.8016032064128256,74.89358461230898,0.8288216862223652,1.4429925537495842
1.811623246492986,71.84034119906707,-0.12799344797105472,1.148459749343057
1.8216432865731462,72.63723295469781,-0.13819957227617208,1.2084532642415509
1.8316633266533064,73.43852014196469,-0.1489163146865697,1.2716416552367003
1.8416833667334669,74.24420276086771,-0.16015977459485656,1.33817650613212
1.8517034068136273,75.05428081140688,-0.17194637564421086,1.4082150359251409
1.8617234468937875,75.86875429358214,-0.18429286960044264,1.4819202520215293
1.8717434869739478,76.68762320739354,-0.197216340245189,1.5594611063149595
1.8817635270541082,77.51088755284113,-0.2107342072902272,1.641012654164388
1.8917835671342687,78.33854732992482,-0.2248642303129157,1.726756216302592
1.9018036072144289,79.17060253864463,-0.2396245127127551,1.8168795437093845
1.911823647294589,80.00705317900056,-0.25503350568907834,1.9115769854831444
1.9218436873747495,80.84789925099261,-0.27111001223986275,2.011049659744474
1.9318637274549098,81.69314075462084,-0.2878731911816623,2.115505627606036
1.94188376753507,82.54277768988521,-0.30534256119067316,2.2251600702427545
1.9519038076152304,83.39681005678565,-0.3235380048649202,2.3402354690967218
1.9619238476953909,84.25523785532226,-0.342479772807553,2.4609617892514097
1.971943887775551,85.118061085495,-0.3621884877312953,2.587576666009888
1.9819639278557113,85.98527974730386,-0.38268514858399266,2.7203255947119858
